Step,AgentID,Angle,Vision,Separation,CohereFactor,SeparateFactor,MatchFactor,NeighborDiffSum
4,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
4,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
5,1,5.798450792433169,10,2,0.03,0.015,0.05,"[4.209571265664081, 4.275301445933752]"
5,2,5.943613420344658,10,2,0.03,0.015,0.05,"[-0.6475997948777632, 6.78782221350756]"
5,3,4.686853572571506,10,2,0.03,0.015,0.05,"[-0.03742479158998435, 5.126657487385399]"
5,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
5,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
5,6,2.363241176525521,10,2,0.03,0.015,0.05,"[0.4581062172494512, 0.4893553349700577]"
5,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
5,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
5,9,4.791138678882512,10,2,0.03,0.015,0.05,"[0.9806832507862566, -5.844924864163499]"
5,10,5.943199870136244,10,2,0.03,0.015,0.05,"[0, 0]"
5,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
5,12,4.4287766842222105,10,2,0.03,0.015,0.05,"[-2.164931238076491, -9.057580844541022]"
5,13,3.6156108868040198,10,2,0.03,0.015,0.05,"[0, 0]"
5,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
5,15,2.2806882854948194,10,2,0.03,0.015,0.05,"[0, 0]"
5,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
5,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
5,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
5,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
5,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
6,1,5.771415409127767,10,2,0.03,0.015,0.05,"[3.041491283962756, 2.6784308128182355]"
6,2,5.954592616774793,10,2,0.03,0.015,0.05,"[0.01621759382529575, 5.923593193323153]"
6,3,4.658451363219801,10,2,0.03,0.015,0.05,"[-9.234409033593082, -2.2126563764807656]"
6,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
6,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
6,6,2.384646416265947,10,2,0.03,0.015,0.05,"[3.3505861005312028, 2.7314668718196753]"
6,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
6,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
6,9,4.689580414903724,10,2,0.03,0.015,0.05,"[0.30649373965467674, -4.977095757910053]"
6,10,5.943199870136244,10,2,0.03,0.015,0.05,"[0, 0]"
6,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
6,12,4.187846807523525,10,2,0.03,0.015,0.05,"[-2.1264364105094273, -8.831666857510001]"
6,13,3.6156108868040198,10,2,0.03,0.015,0.05,"[0, 0]"
6,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
6,15,2.2806882854948194,10,2,0.03,0.015,0.05,"[0, 0]"
6,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
6,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
6,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
6,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
6,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
7,1,5.750779928748143,10,2,0.03,0.015,0.05,"[1.8650653745589807, 1.0796152652797542]"
7,2,5.937904213555588,10,2,0.03,0.015,0.05,"[0.6932461562921404, 4.954289169996823]"
7,3,4.6185565585926724,10,2,0.03,0.015,0.05,"[-11.543590376696116, -2.4170866100947634]"
7,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
7,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
7,6,2.4293389071952363,10,2,0.03,0.015,0.05,"[6.2272038404126135, 4.95323351841449]"
7,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
7,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
7,9,4.6170969759303455,10,2,0.03,0.015,0.05,"[-0.35478496209947963, -4.013308819497581]"
7,10,6.198534957985469,10,2,0.03,0.015,0.05,"[-4.670732560108583, 8.229827494829536]"
7,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
7,12,3.9871555014133215,10,2,0.03,0.015,0.05,"[-1.9963887630046315, -8.424544864904805]"
7,13,3.663229906111141,10,2,0.03,0.015,0.05,"[4.755281849275825, -7.233408196691798]"
7,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
7,15,2.2806882854948194,10,2,0.03,0.015,0.05,"[0, 0]"
7,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
7,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
7,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
7,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
7,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
8,1,5.746295926890881,10,2,0.03,0.015,0.05,"[0.7039168508399456, -0.5388641946016817]"
8,2,5.896774412046101,10,2,0.03,0.015,0.05,"[1.3502481136982851, 3.9181609671362843]"
8,3,4.669597259984723,10,2,0.03,0.015,0.05,"[-5.685921241585547, 3.231251596549381]"
8,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
8,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
8,6,2.4030690543060067,10,2,0.03,0.015,0.05,"[-0.19245134779140471, 1.3981680053643828]"
8,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
8,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
8,9,4.572619507219031,10,2,0.03,0.015,0.05,"[-0.9733817357848906, -2.991893331299625]"
8,10,0.015946345538849105,10,2,0.03,0.015,0.05,"[-4.256981538894131, 6.366403698045161]"
8,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
8,12,3.833890768816761,10,2,0.03,0.015,0.05,"[-1.7456487623557564, -7.804013343494747]"
8,13,3.7100420002795866,10,2,0.03,0.015,0.05,"[4.241035869168591, -5.36653083831898]"
8,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
8,15,2.2426316911125976,10,2,0.03,0.015,0.05,"[-9.108938746167269, -3.6823608815319666]"
8,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
8,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
8,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
8,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
8,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
9,1,5.734599604209449,10,2,0.03,0.015,0.05,"[-0.48074555383135475, -2.1376312780463422]"
9,2,5.833285630206748,10,2,0.03,0.015,0.05,"[1.963629874118375, 2.8525784917201307]"
9,3,4.72347493599477,10,2,0.03,0.015,0.05,"[-6.524301493978726, 3.4002906809464797]"
9,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
9,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
9,6,2.3480396878005014,10,2,0.03,0.015,0.05,"[1.0022265375156962, 2.990894182229816]"
9,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
9,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
9,9,4.605968602103136,10,2,0.03,0.015,0.05,"[6.797503457569576, 1.1078495860609365]"
9,10,0.09130034928998398,10,2,0.03,0.015,0.05,"[-3.7027099652248694, 4.52379409345545]"
9,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
9,12,3.7249914423931316,10,2,0.03,0.015,0.05,"[-1.3840181229231074, -7.023146471066779]"
9,13,3.7619341613470176,10,2,0.03,0.015,0.05,"[3.611536405950787, -3.527959075950392]"
9,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
9,15,2.2196677764170145,10,2,0.03,0.015,0.05,"[-7.331915441553889, -3.1661569611690723]"
9,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
9,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
9,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
9,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
9,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
10,1,5.732510841050903,10,2,0.03,0.015,0.05,"[-1.715076059408446, -3.692211199802669]"
10,2,5.750574784913811,10,2,0.03,0.015,0.05,"[2.523097371565683, 1.8458681385714684]"
10,3,4.780543136680157,10,2,0.03,0.015,0.05,"[-7.450052762022568, 3.395695812642618]"
10,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
10,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
10,6,2.2713142321594155,10,2,0.03,0.015,0.05,"[2.2383381683231107, 4.544382993148455]"
10,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
10,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
10,9,4.640349407565879,10,2,0.03,0.015,0.05,"[4.5198357883488995, 1.5774856487648599]"
10,10,0.1465565593539664,10,2,0.03,0.015,0.05,"[-3.0302233334948525, 2.714279094758865]"
10,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
10,12,3.655331869135674,10,2,0.03,0.015,0.05,"[-0.9372034444640478, -6.1204498604944]"
10,13,3.8221089129398336,10,2,0.03,0.015,0.05,"[2.8841908547763566, -1.7249992985640148]"
10,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
10,15,2.1800890959379124,10,2,0.03,0.015,0.05,"[-14.088205439941504, -6.180099713505054]"
10,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
10,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
10,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
10,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
10,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
11,1,5.7467729613597,10,2,0.03,0.015,0.05,"[-3.002846609251108, -5.188996709842289]"
11,2,5.642800736193131,10,2,0.03,0.015,0.05,"[10.74312923319546, 3.886371871515891]"
11,3,4.881667092028621,10,2,0.03,0.015,0.05,"[1.4286406507949538, 5.249536849778821]"
11,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
11,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
11,6,2.1564139438518977,10,2,0.03,0.015,0.05,"[3.513902136583255, 6.048544409497907]"
11,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
11,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
11,9,4.676382265286854,10,2,0.03,0.015,0.05,"[2.302474141951521, 1.9510186035030195]"
11,10,0.18405309730857988,10,2,0.03,0.015,0.05,"[-2.254996485383451, 0.9477513036973448]"
11,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
11,12,3.62086013105636,10,2,0.03,0.015,0.05,"[-0.44293400993349197, -5.081066026899569]"
11,13,3.8951908519633007,10,2,0.03,0.015,0.05,"[2.0719807791630345, 0.035358685712097326]"
11,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
11,15,2.150371271594496,10,2,0.03,0.015,0.05,"[-10.851243826978717, -4.26965734119479]"
11,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
11,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
11,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
11,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
11,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
12,1,5.792120110004948,10,2,0.03,0.015,0.05,"[-4.347273015724497, -6.601258601281819]"
12,2,5.5397672017408786,10,2,0.03,0.015,0.05,"[9.710777826791684, 1.6989725226947918]"
12,3,4.949123675114116,10,2,0.03,0.015,0.05,"[0.9040633178722381, 4.193733078474947]"
12,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
12,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
12,6,1.9744587210404916,10,2,0.03,0.015,0.05,"[4.818838495189368, 7.483089650053104]"
12,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
12,8,4.880684819717756,10,2,0.03,0.015,0.05,"[0, 0]"
12,9,4.714279636972847,10,2,0.03,0.015,0.05,"[0.14388310175840502, 2.2115075916214053]"
12,10,0.17942432431144661,10,2,0.03,0.015,0.05,"[-1.3877136757173787, -0.7645901518064306]"
12,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
12,12,3.616905080963389,10,2,0.03,0.015,0.05,"[0.0680456489351422, -3.9592034286379025]"
12,13,3.9896650898986916,10,2,0.03,0.015,0.05,"[1.2092505068209718, 1.748536744537688]"
12,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
12,15,2.1283679900371073,10,2,0.03,0.015,0.05,"[-7.501046453618827, -2.4362705346235174]"
12,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
12,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
12,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
12,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
12,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
13,1,5.898466121699837,10,2,0.03,0.015,0.05,"[-5.738467111735304, -7.875878661648158]"
13,2,5.439064954951956,10,2,0.03,0.015,0.05,"[8.50861726661779, -0.3005829591341893]"
13,3,4.985677909784824,10,2,0.03,0.015,0.05,"[0.3895706153080676, 3.070053635464621]"
13,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
13,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
13,6,1.9744587210404916,10,2,0.03,0.015,0.05,"[0, 0]"
13,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
13,8,4.617325598862335,10,2,0.03,0.015,0.05,"[5.277163325412317, -8.419259282495434]"
13,9,4.746503996682326,10,2,0.03,0.015,0.05,"[-1.9572688611981164, 2.3429880443716193]"
13,10,0.17433804710935719,10,2,0.03,0.015,0.05,"[-0.4592436561330544, -2.4099668042727984]"
13,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
13,12,3.640545472544048,10,2,0.03,0.015,0.05,"[0.5733178091978512, -2.800153872677564]"
13,13,4.1148417273356905,10,2,0.03,0.015,0.05,"[0.28578739921626806, 3.394808378809742]"
13,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
13,15,2.1071155363752085,10,2,0.03,0.015,0.05,"[-4.057156319905232, -0.6795187324587282]"
13,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
13,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
13,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
13,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
13,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
14,1,5.898466121699837,10,2,0.03,0.015,0.05,"[0, 0]"
14,2,5.3386942969208855,10,2,0.03,0.015,0.05,"[7.153666165920285, -2.1062279833651907]"
14,3,4.965449371643671,10,2,0.03,0.015,0.05,"[-0.09481152111673374, 1.922069746715346]"
14,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
14,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
14,6,1.7177843645628599,10,2,0.03,0.015,0.05,"[-4.281678446848375, 8.324339018323176]"
14,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
14,8,4.383676261496928,10,2,0.03,0.015,0.05,"[3.292461752602776, -8.470798336312193]"
14,9,4.783943101092302,10,2,0.03,0.015,0.05,"[-4.005501741753889, 2.3499511134241367]"
14,10,0.1374267026700413,10,2,0.03,0.015,0.05,"[0.5409306568149077, -3.9574248163869186]"
14,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
14,12,3.688978346788631,10,2,0.03,0.015,0.05,"[1.0629622536842112, -1.6717016995746299]"
14,13,4.284492466176276,10,2,0.03,0.015,0.05,"[-0.6779251920750511, 4.947996619593965]"
14,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
14,15,2.088843431144996,10,2,0.03,0.015,0.05,"[-0.5303259447920112, 1.0000806223561511]"
14,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
14,17,4.370098027771414,10,2,0.03,0.015,0.05,"[0, 0]"
14,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
14,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
14,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
15,1,5.898466121699837,10,2,0.03,0.015,0.05,"[0, 0]"
15,2,5.237131221366829,10,2,0.03,0.015,0.05,"[5.661921999233428, -3.7022300130721995]"
15,3,4.931851946049267,10,2,0.03,0.015,0.05,"[-0.5425055690490126, 0.8178136276246004]"
15,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
15,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
15,6,1.6683464263489842,10,2,0.03,0.015,0.05,"[-10.828112439605249, 3.6560706307292286]"
15,7,1.136574053977665,10,2,0.03,0.015,0.05,"[0, 0]"
15,8,4.1620464088564155,10,2,0.03,0.015,0.05,"[1.3507572976061368, -8.245368856842374]"
15,9,4.8274190402912165,10,2,0.03,0.015,0.05,"[-6.00371870794622, 2.2127704714541565]"
15,10,0.05417812766654584,10,2,0.03,0.015,0.05,"[1.5877658119850864, -5.362954504639802]"
15,11,3.381252327586682,10,2,0.03,0.015,0.05,"[0, 0]"
15,12,3.7488696567026834,10,2,0.03,0.015,0.05,"[1.5185200744473084, -0.6001081264260328]"
15,13,4.512068043727618,10,2,0.03,0.015,0.05,"[-1.6419174389734863, 6.361487228837916]"
15,14,1.9594895121566136,10,2,0.03,0.015,0.05,"[0, 0]"
15,15,2.0871048735852655,10,2,0.03,0.015,0.05,"[3.066094253398248, 2.6062159772676594]"
15,16,6.09526121435548,10,2,0.03,0.015,0.05,"[0, 0]"
15,17,4.527668551731863,10,2,0.03,0.015,0.05,"[7.486863620092606, 4.394507309440016]"
15,18,1.4486896625821322,10,2,0.03,0.015,0.05,"[0, 0]"
15,19,1.145190900315861,10,2,0.03,0.015,0.05,"[0, 0]"
15,20,3.8920194241182275,10,2,0.03,0.015,0.05,"[0, 0]"
16,1,5.898466121699837,10,2,0.03,0.015,0.05,"[0, 0]"
16,2,5.132604844943589,10,2,0.03,0.015,0.05,"[4.054759651241866, -5.0831065951066705]"
16,3,4.885655639507266,10,2,0.03,0.015,0.05,"[-0.9478866344121153, -0.2210967670771673]"
16,4,6.053889996448328,10,2,0.03,0.015,0.05,"[0, 0]"
16,5,5.784104798941732,10,2,0.03,0.015,0.05,"[0, 0]"
16,6,1.6351031949674901,10,2,0.03,0.015,0.05,"[-7.002287865026133, 3.144210572987845]"
16,7,0.9375544446092565,10,2,0.03,0.015,0.05,"[-2.270647557422535, 9.601118834544401]"
