Step,AgentID,Angle,Vision,Separation,CohereFactor,SeparateFactor,MatchFactor,NeighborDiffSum
3,15,1.3235957602636153,10,2,0.03,0.015,0.05,"[6.71567006726616, 3.214060831729796]"
3,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
3,17,3.698500358151005,10,2,0.03,0.015,0.05,"[-3.028960295585449, 0.4116945328069477]"
3,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
3,19,5.3249168985250925,10,2,0.03,0.015,0.05,"[-4.467456829993779, 8.625130150508006]"
3,20,2.52736428779515,10,2,0.03,0.015,0.05,"[3.5575239948900332, -1.2605881750127637]"
4,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
4,2,0.7296573780090907,10,2,0.03,0.015,0.05,"[-2.6293775523338354, -9.288675379773423]"
4,3,4.10472472624883,10,2,0.03,0.015,0.05,"[4.430508586448191, -7.531804436859403]"
4,4,5.946364530632199,10,2,0.03,0.015,0.05,"[0.9354361374822773, 0.9782702179652034]"
4,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
4,6,0.7258282367712097,10,2,0.03,0.015,0.05,"[-6.040954256437431, 6.5504537700369525]"
4,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
4,8,0.09496422603244437,10,2,0.03,0.015,0.05,"[3.5668893292337174, -0.47510138187481177]"
4,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
4,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
4,11,0.9122918135339875,10,2,0.03,0.015,0.05,"[-3.661710885148679, 1.470595667410326]"
4,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
4,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
4,14,0.48077414498993765,10,2,0.03,0.015,0.05,"[-0.6049479533877076, -0.03446008866276884]"
4,15,1.194522650338655,10,2,0.03,0.015,0.05,"[6.673348093422774, 4.976977227490124]"
4,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
4,17,3.5282338670566427,10,2,0.03,0.015,0.05,"[-4.572315784653412, -0.4553791339132687]"
4,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
4,19,5.500612145318484,10,2,0.03,0.015,0.05,"[-3.60952473289818, 6.960853027184136]"
4,20,2.6877040822733917,10,2,0.03,0.015,0.05,"[4.133852095142188, -0.443369770386596]"
5,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
5,2,0.8728369131505294,10,2,0.03,0.015,0.05,"[-3.7621586963773126, -9.17494964067562]"
5,3,4.104660250116579,10,2,0.03,0.015,0.05,"[4.8937784178940475, -5.436528575519041]"
5,4,5.983586086826795,10,2,0.03,0.015,0.05,"[0.1424822536114725, 0.9210972616543387]"
5,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
5,6,0.7495181969113847,10,2,0.03,0.015,0.05,"[-7.281853692068367, 6.553791018840485]"
5,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
5,8,0.04818958011283003,10,2,0.03,0.015,0.05,"[2.8708026292724327, -0.8586609235145506]"
5,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
5,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
5,11,0.8871943230874937,10,2,0.03,0.015,0.05,"[-2.9189735602907803, 1.8575000303805291]"
5,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
5,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
5,14,0.4446079538248897,10,2,0.03,0.015,0.05,"[0.15265504990517442, 0.034357589227127505]"
5,15,1.0597110882085081,10,2,0.03,0.015,0.05,"[8.533428802588546, 4.242062432844307]"
5,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
5,17,3.3542883997287474,10,2,0.03,0.015,0.05,"[-4.949395488987335, 0.47080167812045204]"
5,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
5,19,5.665502976600322,10,2,0.03,0.015,0.05,"[-4.314631117420284, 6.251751492489582]"
5,20,2.872710699625427,10,2,0.03,0.015,0.05,"[5.160491151258782, -1.4482670848588057]"
6,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
6,2,1.0117680415148138,10,2,0.03,0.015,0.05,"[-3.6071608303920897, -9.010227427811358]"
6,3,4.104605800918661,10,2,0.03,0.015,0.05,"[4.072831378789097, -4.865524233167065]"
6,4,6.0542416123726674,10,2,0.03,0.015,0.05,"[-0.9806503246058114, 1.785854335527759]"
6,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
6,6,0.7698483154242552,10,2,0.03,0.015,0.05,"[-5.919281390139943, 5.089756619648483]"
6,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
6,8,0.06393042769926516,10,2,0.03,0.015,0.05,"[1.3828878219163556, -0.5769039028954719]"
6,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
6,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
6,11,0.8645186827486415,10,2,0.03,0.015,0.05,"[-2.143670795722116, 1.2259102717141968]"
6,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
6,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
6,14,0.4092172095721587,10,2,0.03,0.015,0.05,"[0.5827590320754332, -0.8684217661644738]"
6,15,0.921330072315719,10,2,0.03,0.015,0.05,"[7.286618678865878, 5.886865973829515]"
6,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
6,17,3.1810424285607963,10,2,0.03,0.015,0.05,"[-5.515631135642238, -0.511789484394221]"
6,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
6,19,5.7644591725161085,10,2,0.03,0.015,0.05,"[-3.25191543162952, 4.294475191753726]"
6,20,3.0519865355606353,10,2,0.03,0.015,0.05,"[5.426144881231437, -0.4841985728994018]"
7,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
7,2,1.1351987860372654,10,2,0.03,0.015,0.05,"[-3.4129591811979765, -8.756917820704416]"
7,3,4.130443816095555,10,2,0.03,0.015,0.05,"[3.74768968184906, -3.4260237579825272]"
7,4,6.133416101230911,10,2,0.03,0.015,0.05,"[-1.5678783452172347, 1.7447922233083801]"
7,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
7,6,0.7960374573850908,10,2,0.03,0.015,0.05,"[-7.782957759314755, 5.920073907028936]"
7,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
7,8,0.08806428106356567,10,2,0.03,0.015,0.05,"[0.7123683920722357, -0.8961509784277855]"
7,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
7,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
7,11,0.8247915456017405,10,2,0.03,0.015,0.05,"[-1.4467747101766406, 1.5748610490237098]"
7,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
7,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
7,14,0.3685670824268341,10,2,0.03,0.015,0.05,"[1.2075992322764435, -0.8119476699241659]"
7,15,0.7823292353605513,10,2,0.03,0.015,0.05,"[8.879432080208218, 4.677343147048532]"
7,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
7,17,3.014966101425433,10,2,0.03,0.015,0.05,"[-5.555070678895618, 0.48743247414550694]"
7,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
7,19,5.831213252131631,10,2,0.03,0.015,0.05,"[-2.9122946102994405, 2.8763738017098106]"
7,20,3.2030423517137603,10,2,0.03,0.015,0.05,"[5.428782249883099, -1.4794260389923508]"
8,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
8,2,1.2345748032720545,10,2,0.03,0.015,0.05,"[-3.649475924235759, -7.420787410360845]"
8,3,4.206726446986847,10,2,0.03,0.015,0.05,"[3.7251169081429865, -1.0501997915363646]"
8,4,6.182797023004297,10,2,0.03,0.015,0.05,"[-1.7170882712299722, 0.7559866822745107]"
8,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
8,6,0.813735703183796,10,2,0.03,0.015,0.05,"[-6.96208355870381, 5.314689488270147]"
8,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
8,8,0.10305706820713634,10,2,0.03,0.015,0.05,"[0.800318889521364, -1.892275825020043]"
8,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
8,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
8,11,0.7548026467747131,10,2,0.03,0.015,0.05,"[-0.9031936305253794, 2.8869701437247173]"
8,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
8,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
8,14,0.3210957673796262,10,2,0.03,0.015,0.05,"[1.817308024713146, 0.2389786442629429]"
8,15,0.653923622743454,10,2,0.03,0.015,0.05,"[8.668091063232652, 4.380292135742465]"
8,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
8,17,2.8717000933745034,10,2,0.03,0.015,0.05,"[-5.367371217471344, 0.4813134776556467]"
8,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
8,19,5.897621212081897,10,2,0.03,0.015,0.05,"[-3.3490350287228665, 1.9767862256977082]"
8,20,3.3240945446719996,10,2,0.03,0.015,0.05,"[5.100743329659409, -1.445113026027066]"
9,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
9,2,1.3243946673123168,10,2,0.03,0.015,0.05,"[-2.5035814819307802, -7.410367194960784]"
9,3,4.2773663198199126,10,2,0.03,0.015,0.05,"[2.850263164359802, -0.5658126251203299]"
9,4,6.267955858719898,10,2,0.03,0.015,0.05,"[-2.3775717845840525, 1.6795211406114987]"
9,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
9,6,0.836230104618974,10,2,0.03,0.015,0.05,"[-6.452375812596671, 4.271036219569879]"
9,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
9,8,0.1384002443553285,10,2,0.03,0.015,0.05,"[-0.419116816841111, -1.3878363752504521]"
9,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
9,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
9,11,0.6908149773444858,10,2,0.03,0.015,0.05,"[-0.21804870195033743, 2.1585633707963634]"
9,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
9,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
9,14,0.24716618099952026,10,2,0.03,0.015,0.05,"[2.13291453747685, -0.7099115122362889]"
9,15,0.557740297422062,10,2,0.03,0.015,0.05,"[6.501917764930212, 4.7237774693022345]"
9,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
9,17,2.777599642089319,10,2,0.03,0.015,0.05,"[-4.630135916908259, -0.4955734650501]"
9,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
9,19,5.875255889720767,10,2,0.03,0.015,0.05,"[-1.943402671691004, 0.14438167367454469]"
9,20,3.434896900245387,10,2,0.03,0.015,0.05,"[4.919252849354066, -0.4617203244278869]"
10,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
10,2,1.3925159890313932,10,2,0.03,0.015,0.05,"[-1.8497196275147942, -6.395706469077453]"
10,3,4.372668235283299,10,2,0.03,0.015,0.05,"[2.3401121721874816, 0.7735625360767031]"
10,4,0.0642741871921555,10,2,0.03,0.015,0.05,"[-2.3928006443407526, 0.6796371064202731]"
10,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
10,6,0.8578844870976923,10,2,0.03,0.015,0.05,"[-6.46719936324866, 4.022874771832022]"
10,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
10,8,0.1840331388802252,10,2,0.03,0.015,0.05,"[-0.28115798371118217, -2.378274339164107]"
10,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
10,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
10,11,0.60989701742534,10,2,0.03,0.015,0.05,"[0.09816189885749793, 3.3613879810836087]"
10,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
10,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
10,14,0.17129033560285323,10,2,0.03,0.015,0.05,"[2.3285707026195155, 0.31829801901949395]"
10,15,0.482393160900239,10,2,0.03,0.015,0.05,"[5.81984762601769, 3.858247593405224]"
10,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
10,17,2.6902474069127016,10,2,0.03,0.015,0.05,"[-4.274127455134888, 0.43890926627550186]"
10,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
10,19,5.83727801252445,10,2,0.03,0.015,0.05,"[-1.3972644155157994, -1.1067863463591934]"
10,20,3.4932192271758766,10,2,0.03,0.015,0.05,"[3.837950991492704, -1.3387704181009354]"
11,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
11,2,1.425623389172578,10,2,0.03,0.015,0.05,"[-1.5187514111212366, -4.311150301795934]"
11,3,4.519708129996471,10,2,0.03,0.015,0.05,"[2.2851461634531987, 2.8986755619202356]"
11,4,0.13754544363165877,10,2,0.03,0.015,0.05,"[-2.4990246456065783, 0.6670676254598362]"
11,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
11,6,0.8782471976493671,10,2,0.03,0.015,0.05,"[-6.402328787838037, 3.7780210090292456]"
11,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
11,8,0.2398100775644747,10,2,0.03,0.015,0.05,"[-0.6709449464571833, -2.5416809722186056]"
11,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
11,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
11,11,0.5308921321013145,10,2,0.03,0.015,0.05,"[0.4334268031898745, 3.5130640746137676]"
11,12,5.093675683860613,10,2,0.03,0.015,0.05,"[0, 0]"
11,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
11,14,0.10155671749977246,10,2,0.03,0.015,0.05,"[2.361912489864018, 0.3234879039011531]"
11,15,0.4156782683302034,10,2,0.03,0.015,0.05,"[5.978027876003637, 2.7249741671445378]"
11,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
11,17,2.630883494906854,10,2,0.03,0.015,0.05,"[-3.4935256794782106, 0.3999566961924188]"
11,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
11,19,5.80900976095375,10,2,0.03,0.015,0.05,"[-1.8285410523638177, -2.0090060881677303]"
11,20,3.52369079308854,10,2,0.03,0.015,0.05,"[3.004729641055235, -1.2723547892795182]"
12,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
12,2,1.4374683571085982,10,2,0.03,0.015,0.05,"[-0.6831090838776319, -3.043867952778598]"
12,3,4.6841680009038305,10,2,0.03,0.015,0.05,"[1.8134289452708146, 3.9504728503643918]"
12,4,0.2010129526725215,10,2,0.03,0.015,0.05,"[-2.463294725315073, 0.6713596433818196]"
12,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
12,6,0.8962199716384007,10,2,0.03,0.015,0.05,"[-6.256378431807569, 3.5605249631111775]"
12,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
12,8,0.3017581204816109,10,2,0.03,0.015,0.05,"[-0.9397296810005571, -2.650708349915071]"
12,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
12,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
12,11,0.45794002974185943,10,2,0.03,0.015,0.05,"[0.6425303352806537, 3.6055238027140213]"
12,12,5.326235945091666,10,2,0.03,0.015,0.05,"[2.369912642848263, 8.471798970628221]"
12,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
12,14,0.04124193245814145,10,2,0.03,0.015,0.05,"[2.2636327355551344, 0.30850518905431557]"
12,15,0.3707857140482336,10,2,0.03,0.015,0.05,"[5.015196421540011, 1.6645189575667132]"
12,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
12,17,2.6443904673004126,10,2,0.03,0.015,0.05,"[-6.156232180798568, -9.094815697574852]"
12,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
12,19,5.748259530198605,10,2,0.03,0.015,0.05,"[-1.3036517589812604, -3.090166381518138]"
12,20,3.4778778745139425,10,2,0.03,0.015,0.05,"[0.5919315526028015, -9.760256399473697]"
13,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
13,2,1.425978657602192,10,2,0.03,0.015,0.05,"[0.17012154928808343, -1.752104640610213]"
13,3,4.856990818316284,10,2,0.03,0.015,0.05,"[1.4002055758950789, 4.788727317108311]"
13,4,0.2425983670059786,10,2,0.03,0.015,0.05,"[-2.2874117362093784, 1.6904921984773864]"
13,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
13,6,0.9041779487381172,10,2,0.03,0.015,0.05,"[-6.39101026550825, 4.315666237225329]"
13,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
13,8,0.36340144770866933,10,2,0.03,0.015,0.05,"[-1.466895842142904, -1.784505606866917]"
13,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
13,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
13,11,0.39224533102886827,10,2,0.03,0.015,0.05,"[1.0846316601154484, 2.7085586871273986]"
13,12,5.405305758054407,10,2,0.03,0.015,0.05,"[4.770647215490158, 13.664372208831843]"
13,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
13,14,6.265733179856048,10,2,0.03,0.015,0.05,"[2.3048629776277103, -0.6906444829861869]"
13,15,0.350217610676987,10,2,0.03,0.015,0.05,"[4.748767162407383, -0.06663359890521292]"
13,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
13,17,2.672026498850899,10,2,0.03,0.015,0.05,"[-4.909008285256803, -8.292999144888782]"
13,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
13,19,5.656604589443624,10,2,0.03,0.015,0.05,"[-0.8138271306841673, -3.9786900840183463]"
13,20,3.4392560819094036,10,2,0.03,0.015,0.05,"[0.2724360092755518, -8.175186520359624]"
14,1,4.616652020319188,10,2,0.03,0.015,0.05,"[0, 0]"
14,2,1.4144181059375915,10,2,0.03,0.015,0.05,"[2.1491860189796483, -2.040728660408405]"
14,3,5.016765043816532,10,2,0.03,0.015,0.05,"[0.41064221705420323, 4.644628882558969]"
14,4,0.2809302726423124,10,2,0.03,0.015,0.05,"[-2.047186022502256, 0.7197751405898174]"
14,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
14,6,0.9234566231780255,10,2,0.03,0.015,0.05,"[-6.796506082804896, 3.3790561915706405]"
14,7,1.3177858920082262,10,2,0.03,0.015,0.05,"[0, 0]"
14,8,0.42582568898948336,10,2,0.03,0.015,0.05,"[-1.1114402487773845, -2.7191987763857526]"
14,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
14,10,1.3894440578939844,10,2,0.03,0.015,0.05,"[0, 0]"
14,11,0.3403847473504851,10,2,0.03,0.015,0.05,"[0.6983673730210143, 3.6298967500929322]"
14,12,5.458400480461818,10,2,0.03,0.015,0.05,"[3.0686165750778542, 10.517493936245259]"
14,13,1.6867057948406705,10,2,0.03,0.015,0.05,"[0, 0]"
14,14,6.254531501830897,10,2,0.03,0.015,0.05,"[1.7699364500651633, 0.24102279580651498]"
14,15,0.3590220067851537,10,2,0.03,0.015,0.05,"[1.87403346376297, -0.42377778260825494]"
14,16,1.6642749744715193,10,2,0.03,0.015,0.05,"[0, 0]"
14,17,2.701110733753076,10,2,0.03,0.015,0.05,"[-3.234623305601218, -5.870685746696225]"
14,18,0.7727059766705118,10,2,0.03,0.015,0.05,"[0, 0]"
14,19,5.530704949865161,10,2,0.03,0.015,0.05,"[0.5433919137297494, -4.344930905756819]"
14,20,3.4078442737202495,10,2,0.03,0.015,0.05,"[-0.4236271443108137, -7.4206647026447285]"
15,1,4.553652989171507,10,2,0.03,0.015,0.05,"[9.62044673647395, -2.7117733174563625]"
15,2,1.3895163021058905,10,2,0.03,0.015,0.05,"[2.9757319451440694, -0.8129046153488417]"
15,3,5.169762634898899,10,2,0.03,0.015,0.05,"[0.14005959749199803, 5.074926817943123]"
15,4,0.29772915693521496,10,2,0.03,0.015,0.05,"[-1.7018416122250102, 1.7577884569884077]"
15,5,1.853524673165773,10,2,0.03,0.015,0.05,"[0, 0]"
15,6,0.9321405030105607,10,2,0.03,0.015,0.05,"[-6.9014536161808735, 4.220320460754749]"
15,7,1.6078238034171601,10,2,0.03,0.015,0.05,"[8.806389806751767, -4.080706100874096]"
15,8,0.48362215524159247,10,2,0.03,0.015,0.05,"[-1.0322171628294683, -2.6872704626147748]"
15,9,1.3015177492675267,10,2,0.03,0.015,0.05,"[0, 0]"
