Step,AgentID,Angle,NeighborInfo,run
1,1,0.6280641033069222,"[0.5, 0.25, 0.9, 0.6280641033069222, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,2,0.9947316766013368,"[0.5, 0.25, 0.9, 0.9947316766013368, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,3,0.12896169097313856,"[0.5, 0.25, 0.9, 0.12896169097313856, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,4,0.1741485686250656,"[0.5, 0.25, 0.9, 0.1741485686250656, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,5,0.13494149694237131,"[0.5, 0.25, 0.9, 0.13494149694237131, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,6,0.8429571979376345,"[0.5, 0.25, 0.9, 0.8429571979376345, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,7,0.510759071932436,"[0.5, 0.25, 0.9, 0.510759071932436, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,8,0.36039834240847796,"[0.5, 0.25, 0.9, 0.36039834240847796, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,9,0.4773630991572796,"[0.5, 0.25, 0.9, 0.4773630991572796, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,10,0.020076384309053723,"[0.5, 0.25, 0.9, 0.004694213726872138, 0.48873256289931655, 0.4968674992592906, 0.14299021550134505, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,11,0.6473425909692374,"[0.5, 0.25, 0.9, 0.6473425909692374, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,12,0.829145110956751,"[0.5, 0.25, 0.9, 0.829145110956751, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,13,0.7965608202833209,"[0.5, 0.25, 0.9, 0.7937672269280911, 0.5083332321186921, 0.49469954038797564, 0.026673536567985656, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,14,0.40490999802286953,"[0.5, 0.25, 0.9, 0.40490999802286953, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,15,0.16980260437732245,"[0.5, 0.25, 0.9, 0.16980260437732245, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,16,0.3002897878012278,"[0.5, 0.25, 0.9, 0.3002897878012278, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,17,0.7303680862316148,"[0.5, 0.25, 0.9, 0.7303680862316148, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,18,0.49827841112331817,"[0.5, 0.25, 0.9, 0.49827841112331817, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,19,0.9287002422147604,"[0.5, 0.25, 0.9, 0.9287002422147604, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,20,0.9983972996777207,"[0.5, 0.25, 0.9, 0.9983972996777207, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,21,0.35898162731891975,"[0.5, 0.25, 0.9, 0.35898162731891975, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,22,0.017698797758839185,"[0.5, 0.25, 0.9, 0.017698797758839185, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,23,0.9455388988028077,"[0.5, 0.25, 0.9, 0.9455388988028077, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,24,0.806406119398387,"[0.5, 0.25, 0.9, 0.806406119398387, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,25,0.00846422388166599,"[0.5, 0.25, 0.9, 0.026673536567985656, 0.514464660907765, 0.512167008788321, 0.7965608202833209, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,26,0.08911001642923659,"[0.5, 0.25, 0.9, 0.08911001642923659, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,27,0.7534973987488122,"[0.5, 0.25, 0.9, 0.7534973987488122, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,28,0.9105068804985278,"[0.5, 0.25, 0.9, 0.9155490393443014, 0.5037272129300326, 0.5113067220576675, 0.6046173365140828, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,29,0.8664239544895977,"[0.5, 0.25, 0.9, 0.8664239544895977, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,30,0.06485226556426228,"[0.5, 0.25, 0.9, 0.06485226556426228, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,31,0.061921033643082664,"[0.5, 0.25, 0.9, 0.061921033643082664, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,32,0.14299021550134505,"[0.5, 0.25, 0.9, 0.14299021550134505, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,33,0.34116302266673737,"[0.5, 0.25, 0.9, 0.34116302266673737, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,34,0.619300700113108,"[0.5, 0.25, 0.9, 0.6046173365140828, 0.5089664786444291, 0.5088368530532387, 0.9105068804985278, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,35,0.11506131941081242,"[0.5, 0.25, 0.9, 0.10913432228644303, 0.48858220013021325, 0.5067339747305178, 0.4773630991572796, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,36,0.22731587539756265,"[0.5, 0.25, 0.9, 0.22731587539756265, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,37,0.2587826856010805,"[0.5, 0.25, 0.9, 0.2587826856010805, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,38,0.5237209254057547,"[0.5, 0.25, 0.9, 0.5237209254057547, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
