Step,AgentID,Angle,NeighborInfo,run
1,1,0.11487762404709195,"[0.5, 0.25, 0.7, 0.1349020546576201, 0.5184959917804608, 0.5098883442006698, 0.8727627997337938, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,2,0.7859153574461063,"[0.5, 0.25, 0.7, 0.7859153574461063, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,3,0.560174805031041,"[0.5, 0.25, 0.7, 0.560174805031041, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,4,0.3641980735984218,"[0.5, 0.25, 0.7, 0.3641980735984218, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,5,0.04711337974629165,"[0.5, 0.25, 0.7, 0.04711337974629165, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,6,0.8511658107909619,"[0.5, 0.25, 0.7, 0.8511658107909619, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,7,0.15369152747934284,"[0.5, 0.25, 0.7, 0.15369152747934284, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,8,0.614371273199842,"[0.5, 0.25, 0.7, 0.5982042474126541, 0.5098237021946485, 0.5142167671965666, 0.9547813220751185, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,9,0.16841716747115254,"[0.5, 0.25, 0.7, 0.16841716747115254, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,10,0.4273632988454508,"[0.5, 0.25, 0.7, 0.4273632988454508, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,11,0.29314500399720933,"[0.5, 0.25, 0.7, 0.2818278983524724, 0.4922568535144213, 0.4953743308732526, 0.6438057917179046, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,12,0.6716627959012518,"[0.5, 0.25, 0.7, 0.6716627959012518, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,13,0.28566666628125287,"[0.5, 0.25, 0.7, 0.28566666628125287, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,14,0.6364154885656547,"[0.5, 0.25, 0.7, 0.6364154885656547, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,15,0.7979215456529544,"[0.5, 0.25, 0.7, 0.809350985392692, 0.5007068450924412, 0.4818669841479367, 0.7764635559302865, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,16,0.6268493414713128,"[0.5, 0.25, 0.7, 0.6438057917179046, 0.48480314392816504, 0.49824995687617213, 0.29314500399720933, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,17,0.12010195586112248,"[0.5, 0.25, 0.7, 0.12010195586112248, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,18,0.8727627997337938,"[0.5, 0.25, 0.7, 0.8727627997337938, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,19,0.02822005830765531,"[0.5, 0.25, 0.7, 0.02822005830765531, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,20,0.7764635559302865,"[0.5, 0.25, 0.7, 0.7764635559302865, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,21,0.8168527808351901,"[0.5, 0.25, 0.7, 0.8168527808351901, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
