Step,AgentID,Angle,NeighborInfo,run
1,1,0.2751624460337273,"[0.1, 0.25, 0.1, 0.2751624460337273, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,2,0.18779617969891105,"[0.1, 0.25, 0.1, 0.2015956514812206, 0.4986456216551352, 0.5145776577543195, 0.2657751160217013, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,3,0.9463180884233557,"[0.1, 0.25, 0.1, 0.9463180884233557, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,4,0.8339371667738505,"[0.1, 0.25, 0.1, 0.8339371667738505, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,5,0.3717853729626106,"[0.1, 0.25, 0.1, 0.3717853729626106, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,6,0.3307363257808395,"[0.1, 0.25, 0.1, 0.3307363257808395, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,7,0.27400563711867754,"[0.1, 0.25, 0.1, 0.2657751160217013, 0.4969515684029093, 0.4872364540328837, 0.18779617969891105, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,8,0.11805680495280935,"[0.1, 0.25, 0.1, 0.12866574267712266, 0.5153081871457451, 0.5278881287052382, 0.09892280051939562, 0.5481163872286263, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0
1,9,0.5389807092655851,"[0.1, 0.25, 0.1, 0.5481163872286263, 0.492816402484088, 0.47986235264855687, 0.09892280051939562, 0.11805680495280935, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0
1,10,0.5914098559526478,"[0.1, 0.25, 0.1, 0.5914098559526478, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,11,0.5794638793934975,"[0.1, 0.25, 0.1, 0.5794638793934975, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,12,0.7621722515839401,"[0.1, 0.25, 0.1, 0.7621722515839401, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,13,0.11321132152420678,"[0.1, 0.25, 0.1, 0.09892280051939562, 0.4865958372839638, 0.49465136660998643, 0.5389807092655851, 0.11805680495280935, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0
1,14,0.5596535962654553,"[0.1, 0.25, 0.1, 0.5596535962654553, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,15,0.42288386673849143,"[0.1, 0.25, 0.1, 0.42288386673849143, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,16,0.7515120267579227,"[0.1, 0.25, 0.1, 0.7327998985915607, 0.5169932024102022, 0.5110078329342832, 0.05214849408999997, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,17,0.001973844827181052,"[0.1, 0.25, 0.1, 0.001973844827181052, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,18,0.7544129263092852,"[0.1, 0.25, 0.1, 0.7544129263092852, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,19,0.2557775014212687,"[0.1, 0.25, 0.1, 0.2557775014212687, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,20,0.703518829776581,"[0.1, 0.25, 0.1, 0.703518829776581, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,21,0.7109255067777188,"[0.1, 0.25, 0.1, 0.7109255067777188, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,22,0.6968644435473835,"[0.1, 0.25, 0.1, 0.6968644435473835, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,23,0.7247373830183496,"[0.1, 0.25, 0.1, 0.7247373830183496, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,24,0.5887152742622062,"[0.1, 0.25, 0.1, 0.5887152742622062, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,25,0.9686684915817525,"[0.1, 0.25, 0.1, 0.9686684915817525, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,26,0.8633045571974419,"[0.1, 0.25, 0.1, 0.8633045571974419, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,27,0.9006835099753179,"[0.1, 0.25, 0.1, 0.9006835099753179, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,28,0.3900185851665482,"[0.1, 0.25, 0.1, 0.3900185851665482, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,29,0.7840798586108522,"[0.1, 0.25, 0.1, 0.7695219470468452, 0.5129877266928837, 0.5136566076757404, 0.24456968509055751, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0
1,30,0.8423133669070756,"[0.1, 0.25, 0.1, 0.8423133669070756, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
