Step,AgentID,NormDir,NeighborInfo,run
1,1,[-0.16479857  0.98632724],"[0.7, 0.65, 0.1, -0.1066981422938933, 0.7852128615929308, 0.4402418149462545, 0.4895117554036699, -0.7565651717461763, 0.6539182983375512, 0.5076888142881381, 0.8615405201420909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,2,[0.00263736 0.99999652],"[0.7, 0.65, 0.1, 0.8924257271977196, -0.8335286674773217, 0.5041935777512334, 0.5557397712327469, -0.49951392587771254, 0.8663058569894556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,3,[-0.10436043  0.99453954],"[0.7, 0.65, 0.1, 0.19997383022383897, 0.33935267600375374, 0.5676585583551892, 0.5151872500551005, -0.4796609154853978, 0.8774539339222943, 0.7778210129210186, 0.628485856530217, -0.28720872905881745, 0.9578680211555342, -0.36564280010996225, 0.9307552539350752, -0.7565651717461763, 0.6539182983375512]",0
1,4,[-0.16974559  0.98548792],"[0.7, 0.65, 0.1, 0.7238707220381573, -0.4348750901618559, 0.4660545710627763, 0.5356172319161072, -0.7083018278801332, -0.705909711380756, 0.22055021446010178, -0.9753756214410955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,5,[ 0.75516594 -0.65553368],"[0.7, 0.65, 0.1, -0.17124301165581746, -0.7884505404211848, 0.4789087685756426, 0.5650237041546832, -0.9955435081779682, -0.09430335797151451, -0.28720872905881745, 0.9578680211555342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,6,[-0.17227866  0.98504825],"[0.7, 0.65, 0.1, -0.4350290261939984, 0.7544698432382491, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,7,[ 0.75972882 -0.65024005],"[0.7, 0.65, 0.1, -0.21890928157445444, -0.664986035855957, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,8,[-0.11468903  0.99340144],"[0.7, 0.65, 0.1, 0.1236431564005307, -0.9266887729273745, 0.4579296430572758, 0.4879240856134899, 0.7440515715856131, 0.6681221885411225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,9,[-0.19046291  0.98169439],"[0.7, 0.65, 0.1, 0.5984333477253385, 0.47975247638284313, 0.5010032972759049, 0.48269254242968873, -0.9968387026634383, 0.07945187771395439, 0.7440515715856131, 0.6681221885411225, -0.6269792470542667, -0.7790359579398533, 0.0, 0.0, 0.0, 0.0]",0
1,10,[-0.28701468  0.95792618],"[0.7, 0.65, 0.1, -0.5822000333079993, 0.6984449831464368, 0.5334988039326185, 0.4515220599085729, 0.8749368984772423, 0.48423694993569383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,11,[ 0.75996984 -0.64995834],"[0.7, 0.65, 0.1, -0.9171514494535462, -0.914053994345698, 0.480892906623815, 0.4948754058542504, 0.8517044753944644, -0.5240224103919986, 0.22055021446010178, -0.9753756214410955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1,12,[-0.2089712   0.97792179],"[0.7, 0.65, 0.1, -0.8578550785161216, 0.4318005394431981, 0.4658603090419948, 0.5548052594508042, 0.4960628118210765, 0.8682866385751696, 0.8749368984772423, 0.48423694993569383, 0.7877687688384237, 0.615971076303745, 0.0, 0.0, 0.0, 0.0]",0
1,13,[-0.02105152  0.99977839],"[0.7, 0.65, 0.1, 0.09416155983189478, 0.8233099933758314, 0.44739699426319446, 0.4893007396836167, 0.8367205516060623, 0.5476300927816576, -0.34401759892304773, 0.9389632003604939, -0.9827847277470514, 0.18475437452778765, 0.0, 0.0, 0.0, 0.0]",0
