,NumClusters,StdHeading
0,30,0.7989423215640732
1,6,0.8411318717291233
2,6,0.8725523464114657
3,6,0.8775471281826488
4,5,0.8966440837019711
5,5,0.8998149348786305
6,5,0.8827137962293637
7,5,0.860402422561076
8,6,0.8183784262455878
9,7,0.7797130155344727
10,6,0.7270832404540858
11,7,0.6947164808502
12,7,0.675798681755679
13,7,0.6693457426233693
14,6,0.6775372740413698
15,6,0.6901466341924845
16,6,0.6880921585794262
17,6,0.6926261034961352
18,6,0.6970200792647071
19,6,0.7099083746993863
20,6,0.7202776153359307
21,6,0.7229960666176592
22,6,0.757798029296413
23,6,0.7505686603626945
24,6,0.7422690706342365
25,6,0.7350278070418722
26,6,0.7310194690629223
27,6,0.7333196595717858
28,6,0.737894206774647
29,6,0.7486248618096658
30,6,0.7645244300907773
31,6,0.783787086100945
32,6,0.8077029747592421
33,6,0.8328520051456618
34,6,0.8591548963789872
35,6,0.8839692798735574
36,6,0.9097891455948341
37,6,0.8982857275026048
38,6,0.8476829177637052
39,6,0.8314697265776048
40,6,0.8156084897044524
41,6,0.7964201390727754
42,6,0.7747603004981862
43,6,0.7662353342512768
44,6,0.7705541919357338
45,6,0.7743104410047853
46,6,0.7653136425604696
47,6,0.7167342327881161
48,6,0.6871932339660344
49,5,0.6938908473521939
50,5,0.7163375585621317
51,5,0.7441186655819474
52,5,0.7733004062749206
53,4,0.8045074575213838
54,4,0.8616190919848504
55,4,0.8657571149009896
56,5,0.8568330898672732
57,5,0.8511497306483085
58,5,0.8421503603740954
59,5,0.8363369996884826
60,4,0.8566971407335607
61,4,0.8745611216471223
62,4,0.883055302927433
63,4,0.8868190271496309
64,4,0.8743748707264626
65,4,0.8728534464158584
66,4,0.867519658196353
67,4,0.8565003710831512
68,3,0.8489284347457864
69,3,0.845392436586526
70,3,0.8543175170924104
71,3,0.8569169283688277
72,3,0.8603003358460695
73,3,0.8621368501830177
74,3,0.8642508647314013
75,3,0.8687141639538479
76,3,0.8805364489504672
77,3,0.8900495745619096
78,2,0.8918221563254358
79,2,0.8984801089052036
80,2,0.9099535740623863
81,2,0.9188423292563097
82,2,0.9239047176368645
83,2,0.900281771374058
84,2,0.8856618304734127
85,2,0.8694643228531007
86,2,0.8504886479542998
87,2,0.828824224190813
88,2,0.8120036993871788
89,2,0.7994540260588603
90,2,0.79063192654912
91,2,0.7806031075787144
92,2,0.7674581129005822
93,2,0.7607536661638573
94,2,0.7568086382845046
95,2,0.7565945176072987
96,1,0.747575102996646
97,1,0.7515391864660417
98,1,0.7536040428315091
99,1,0.7556496447418165
100,1,0.7491778541971745
101,2,0.7475233912899832
102,2,0.7389458860239962
103,1,0.7486118106098709
104,1,0.7557732232459476
105,1,0.764715035673054
106,1,0.7607807875125032
107,1,0.7512057071472125
108,1,0.7424615328264748
109,1,0.7320509182791999
110,1,0.7238063601667984
111,1,0.7198244370994408
112,2,0.7277593365206327
113,2,0.7387906313694773
114,2,0.7462836384022783
115,2,0.750143903968716
116,2,0.7712978721216309
117,2,0.7610944587661757
118,2,0.7523825115986076
119,2,0.7402259326398932
120,2,0.7222514168569629
121,2,0.7025874229879767
122,2,0.6812120933661437
123,2,0.6565263172969233
124,2,0.635153234793417
125,2,0.6161263535970691
126,2,0.5948636444534574
127,2,0.5710308043732268
128,2,0.5505137227694041
129,2,0.5298000415562434
130,2,0.5572668898837008
131,2,0.5325039289252196
132,2,0.5245008043577004
133,2,0.5047893553459232
134,2,0.4800928362127745
135,2,0.4767654281369645
136,2,0.4830410239398916
137,2,0.47964930325085164
138,2,0.4645109647898278
139,2,0.4471379091484662
140,2,0.43310703753553387
141,2,0.4208747185621481
142,2,0.4171778948041978
143,2,0.4206541099205525
144,2,0.4266297763730788
145,2,0.43526811823808265
146,2,0.44025067260588724
147,2,0.4493834129120907
148,3,0.4516723831578723
149,3,0.45829920648298655
150,3,0.46662280303470144
151,3,0.491318342117552
152,2,0.5113185510700967
153,2,0.5120059381889462
154,2,0.5111288660047282
155,2,0.5087682902523858
156,2,0.5046625276452457
157,2,0.5004145260609918
158,2,0.49484681462662095
159,2,0.485566867225694
160,3,0.4883855359647544
161,3,0.4925413444624326
162,3,0.48709240156431827
163,3,0.4804153919940879
164,3,0.47261203603944624
165,3,0.46703257607280096
166,3,0.46164309814360904
167,3,0.4583899191635935
168,3,0.45302123311012227
169,3,0.4394356609549051
170,3,0.46938257317546744
171,3,0.45982924659035124
172,3,0.46094349347653096
173,3,0.4603615709100069
174,3,0.45739703880657745
175,3,0.4516136726293604
176,2,0.44336691107244414
177,2,0.43761376099120347
178,2,0.43419237183045944
179,2,0.43178863427144054
180,2,0.4251381521966486
181,2,0.41894625210561065
182,2,0.4567905116830909
183,2,0.46915478678959294
184,2,0.4829301636630877
185,2,0.5168843238290938
186,2,0.5236143356770009
187,2,0.5381675606395161
188,2,0.5470940318366805
189,2,0.5549529741322075
190,2,0.5583481107041202
191,2,0.5588955017790259
192,2,0.5548563372573179
193,2,0.5508374157047243
194,2,0.5519421204782878
195,2,0.5775372484984866
196,2,0.5991226422342635
197,2,0.6051611044197576
198,2,0.60884501607988
199,2,0.6106282486680069
200,2,0.6034548489340662
201,2,0.6012446928629956
202,2,0.6022285373935045
203,2,0.5993382811295607
204,2,0.5929018230115233
205,2,0.5785605100956258
206,2,0.5655414463700208
207,2,0.5620875696947103
208,2,0.573127958475525
209,2,0.5643024228606696
210,2,0.5605959609161338
211,1,0.5665267142082101
212,1,0.5958853341561153
213,1,0.6101752344149061
214,2,0.623204206528145
