,NumClusters,StdHeading,Discrepancy
0,30,0.645686867636851,0.0
1,30,0.645686867636851,0.32231769753709705
2,14,0.645686867636851,0.45916298205760775
3,14,0.645686867636851,0.29004271850774416
4,13,0.645686867636851,0.1906125742506369
5,12,0.645686867636851,0.2455936234598637
6,13,0.645686867636851,0.20283222165895848
7,13,0.645686867636851,0.22060584089591787
8,14,0.645686867636851,0.20189194118668563
9,15,0.645686867636851,0.13326067106941664
10,15,0.645686867636851,0.1571188383644774
11,14,0.645686867636851,0.143201507899766
12,11,0.645686867636851,0.172343562986768
13,11,0.645686867636851,0.15195561765583795
14,12,0.645686867636851,0.16085353533623742
15,13,0.645686867636851,0.16120565377003634
16,14,0.645686867636851,0.16789821313338898
17,14,0.645686867636851,0.1968713632622381
18,13,0.645686867636851,0.160369238662296
19,14,0.645686867636851,0.20850394140947484
20,13,0.645686867636851,0.2526635827042484
21,13,0.645686867636851,0.20313995108774957
22,14,0.645686867636851,0.1961062521108475
23,14,0.645686867636851,0.18070473528628456
24,14,0.645686867636851,0.17250892344708982
25,14,0.645686867636851,0.16815439762720719
26,13,0.645686867636851,0.16983859394972728
27,13,0.645686867636851,0.12927469122346696
28,13,0.645686867636851,0.11518269846818976
29,13,0.645686867636851,0.12827389102779158
30,14,0.645686867636851,0.1092278966090417
31,14,0.645686867636851,0.09680897799066922
32,14,0.645686867636851,0.11424214036827963
33,13,0.645686867636851,0.09854444158180678
34,13,0.645686867636851,0.11353498670219345
35,13,0.645686867636851,0.10562550837978006
36,13,0.645686867636851,0.08623786206450183
37,14,0.645686867636851,0.08689817866562614
38,14,0.645686867636851,0.07650751242484737
39,14,0.645686867636851,0.08268911413063204
40,14,0.645686867636851,0.09557299107910362
41,14,0.645686867636851,0.12473911734440404
42,12,0.645686867636851,0.149252263709038
43,12,0.645686867636851,0.16855439814534462
44,12,0.645686867636851,0.1483159006723764
45,12,0.645686867636851,0.1604294159266093
46,13,0.645686867636851,0.1891345223655831
47,14,0.645686867636851,0.14848769346077867
48,14,0.645686867636851,0.12722364389390056
49,14,0.645686867636851,0.12455204422757922
50,15,0.645686867636851,0.09697573421145435
51,13,0.645686867636851,0.10265935679637864
52,13,0.645686867636851,0.11836314742996105
53,13,0.645686867636851,0.08380474024609204
54,13,0.645686867636851,0.11713669955549418
55,13,0.645686867636851,0.13299103163158135
56,13,0.645686867636851,0.09532543470231394
57,13,0.645686867636851,0.0799743873114995
58,12,0.645686867636851,0.12498081005818047
59,12,0.645686867636851,0.13263525919438832
60,12,0.645686867636851,0.12252584240542395
61,12,0.645686867636851,0.16119624440615396
62,12,0.645686867636851,0.1587412435986984
63,12,0.645686867636851,0.14169506432622506
64,10,0.645686867636851,0.14485512293046687
65,10,0.645686867636851,0.13216539872130875
66,10,0.645686867636851,0.2128621703316053
67,9,0.645686867636851,0.17661853867111624
68,9,0.645686867636851,0.21392132773034617
69,10,0.645686867636851,0.2792040808584776
70,11,0.645686867636851,0.22258073064733822
71,12,0.645686867636851,0.14384002399086387
72,12,0.645686867636851,0.21446272103594574
73,12,0.645686867636851,0.12893423385390854
74,10,0.645686867636851,0.17933297162040873
75,10,0.645686867636851,0.16080680708688236
76,9,0.645686867636851,0.2886683184116898
77,9,0.645686867636851,0.16394623443378584
78,8,0.645686867636851,0.15332791602652554
79,8,0.645686867636851,0.1795195038060947
80,8,0.645686867636851,0.1820010212585063
81,9,0.645686867636851,0.1960400987554083
82,8,0.645686867636851,0.22289398207947514
83,6,0.645686867636851,0.2940857023864588
84,6,0.645686867636851,0.20221535064354873
85,6,0.645686867636851,0.17611099809651065
86,6,0.645686867636851,0.1655968220684188
87,8,0.645686867636851,0.18735244790153474
88,10,0.645686867636851,0.11743618445007271
89,11,0.645686867636851,0.17861589802449776
90,11,0.645686867636851,0.16165546683952633
91,12,0.645686867636851,0.16970890528693797
92,11,0.645686867636851,0.2098592333032117
93,11,0.645686867636851,0.10997405368955653
94,11,0.645686867636851,0.12433768223980345
95,11,0.645686867636851,0.1523058491074699
96,10,0.645686867636851,0.12387810263924068
97,10,0.645686867636851,0.20610059692423321
98,12,0.645686867636851,0.11035486844224056
99,11,0.645686867636851,0.2624124817151313
100,10,0.645686867636851,0.21089346891336846
101,10,0.645686867636851,0.23272378252814693
102,9,0.645686867636851,0.12970196025983557
103,7,0.645686867636851,0.17590432710279716
104,7,0.645686867636851,0.1307025296288784
105,7,0.645686867636851,0.13063113329811857
106,8,0.645686867636851,0.20982626070504573
107,9,0.645686867636851,0.15985793091615116
108,9,0.645686867636851,0.25971375795579504
109,9,0.645686867636851,0.26374980481145127
110,10,0.645686867636851,0.28536104056244926
111,9,0.645686867636851,0.2714372281384312
112,8,0.645686867636851,0.30680349459001754
113,8,0.645686867636851,0.22909878819597512
114,8,0.645686867636851,0.27731291426359206
115,8,0.645686867636851,0.279951497794316
116,8,0.645686867636851,0.27507520763979193
117,8,0.645686867636851,0.35445582882130494
118,8,0.645686867636851,0.22581689267565336
119,8,0.645686867636851,0.290147122609712
120,8,0.645686867636851,0.29513090291982813
121,8,0.645686867636851,0.31569669791261534
122,8,0.645686867636851,0.2225492937822716
123,8,0.645686867636851,0.2800068438194409
124,8,0.645686867636851,0.18825015455877425
125,8,0.645686867636851,0.1570270601444717
126,7,0.645686867636851,0.17217652465457994
127,7,0.645686867636851,0.23384519758805272
128,7,0.645686867636851,0.21745995808411694
129,7,0.645686867636851,0.13922508516938845
130,7,0.645686867636851,0.18154205066741191
131,7,0.645686867636851,0.189634898371934
132,7,0.645686867636851,0.2030058675397191
133,8,0.645686867636851,0.1554851257495219
134,7,0.645686867636851,0.13435498775023172
135,6,0.645686867636851,0.13300568798893736
136,5,0.645686867636851,0.10176629478190222
137,5,0.645686867636851,0.1815963187463172
138,5,0.645686867636851,0.19635837462633762
139,5,0.645686867636851,0.16740318616112246
140,5,0.645686867636851,0.13204252812358303
