,NumClusters,StdHeading
0,30,0.7183093838592849
1,25,0.7188011720948319
2,26,0.7036991619326916
3,23,0.732909261662632
4,26,0.7505374404590314
5,27,0.7547514581286213
6,24,0.7451596612690642
7,24,0.7431746425094572
8,27,0.7452218735388193
9,26,0.7308543471563829
10,29,0.7263205248381267
11,26,0.7254826125918884
12,25,0.7282150199785759
13,24,0.72162077476753
14,28,0.7254713929823716
15,26,0.7251932030618592
16,28,0.7227467578781585
17,29,0.7229401787809174
18,27,0.7230750777720285
19,25,0.7227157423238819
20,26,0.7221350898130529
21,27,0.7140486974754775
22,26,0.6897577929202011
23,26,0.6909847273842123
24,27,0.7065359197813451
25,28,0.7083863235496122
26,26,0.7095726283288002
27,27,0.7056326684667137
28,28,0.7046010864695429
29,26,0.7028318203567466
30,28,0.712084928187194
31,28,0.7098753303823521
32,26,0.7045683871089979
33,26,0.6997055206118302
34,27,0.7043281152162097
35,26,0.7097789549144822
36,27,0.729159349397033
37,27,0.7299415808404425
38,25,0.7234767389763175
39,25,0.7214352374632974
40,27,0.7257550321870009
41,25,0.731629046664529
42,28,0.7343860175548836
43,26,0.7269641176249249
44,26,0.7237140353966642
45,28,0.7246324998020887
46,26,0.7204962269926732
47,28,0.7254724496222024
48,26,0.730905253084952
49,25,0.7356864084514766
50,25,0.713558683952016
51,26,0.6989224060958725
52,23,0.6974570810939359
53,24,0.6988627146450259
54,28,0.6952134688672829
55,25,0.6971869444268097
56,25,0.6944065004440177
57,24,0.6881705656069902
58,28,0.6884978271931306
59,25,0.6918591259984527
60,26,0.691372428620858
61,25,0.6939037748921504
62,26,0.6940096682544756
63,26,0.6873504530037603
64,28,0.6876703917136178
65,25,0.6934390345182494
66,22,0.698929498981314
67,23,0.7014972009718409
68,18,0.7042238562409804
69,25,0.7093058155622851
70,24,0.7070848626964337
71,23,0.7134710104835854
72,24,0.7101747776958023
73,20,0.7097245631129286
74,23,0.7123046414930286
75,24,0.7214543949708377
76,27,0.7218587022460025
77,25,0.7186311549652142
78,23,0.7148309014631836
79,26,0.7087635257548945
80,23,0.7070188399639981
81,26,0.7026232242170931
82,25,0.7039264933356097
83,25,0.7085838161815559
84,27,0.7112000444030773
85,25,0.7081519239145687
86,23,0.703469347279717
87,21,0.6996435791283384
88,25,0.7021914773583293
89,25,0.7016881460942944
90,22,0.6956621400123888
91,24,0.6976704951549776
92,26,0.6977934217635019
93,25,0.6870860229016919
94,23,0.6745352021314872
95,24,0.6831777354482651
96,23,0.6859118667925727
97,21,0.7016046778429059
98,23,0.7038125088741816
99,22,0.6996518653674654
100,23,0.6903311491719295
101,24,0.6903055623022548
102,22,0.6879435010622145
103,26,0.6863960800985659
104,24,0.6839858718648268
105,25,0.6857638827040218
106,24,0.6896763456782754
107,25,0.6997064641705482
108,23,0.6994598564040986
109,23,0.6954196057318934
110,19,0.6958521865773608
111,21,0.6982637323438841
112,25,0.6962542794655938
113,25,0.696623269308599
114,25,0.6996889625298733
115,25,0.6993241758103959
116,21,0.725963410319556
117,23,0.7262067844546295
118,25,0.7232672381089778
119,25,0.7189483998938055
120,26,0.7171707704978195
121,25,0.7230899065774256
122,24,0.7266478797741897
123,23,0.7343105472306406
124,22,0.7358440738308112
125,20,0.7397463116494816
126,24,0.7437642065624442
127,25,0.7414813156492561
128,23,0.7451879315310485
129,22,0.7442953508439019
130,27,0.7436889774009883
131,23,0.7481880913555378
132,24,0.7503501551120993
133,22,0.7521619427447807
134,23,0.7522439933423554
