,NumClusters,StdHeading,Discrepancy
0,30,0.8798483872614299,0.0
1,30,0.8798483872614299,0.2593405317019038
2,26,0.8798483872614299,0.050295982963132466
3,24,0.8798483872614299,0.05609900821414047
4,26,0.8798483872614299,0.03574049529640406
5,28,0.8798483872614299,0.03585829334090665
6,26,0.8798483872614299,0.044047993113292244
7,24,0.8798483872614299,0.04703042768070184
8,23,0.8798483872614299,0.05633390912940564
9,26,0.8798483872614299,0.04828930422408393
10,25,0.8798483872614299,0.03135741996692656
11,25,0.8798483872614299,0.05086796752097441
12,26,0.8798483872614299,0.030837504290357063
13,28,0.8798483872614299,0.03279135113917517
14,29,0.8798483872614299,0.034535251155001126
15,24,0.8798483872614299,0.044687460369185375
16,27,0.8798483872614299,0.025739183418498086
17,28,0.8798483872614299,0.01596089700251575
18,26,0.8798483872614299,0.03335022193582973
19,25,0.8798483872614299,0.05697000700501242
20,23,0.8798483872614299,0.04434676643577313
21,22,0.8798483872614299,0.05004285178377902
22,27,0.8798483872614299,0.02195587973151254
23,28,0.8798483872614299,0.03586784135053654
24,25,0.8798483872614299,0.03045079131055608
25,25,0.8798483872614299,0.037235873846925435
26,23,0.8798483872614299,0.0369741909280993
27,26,0.8798483872614299,0.024271794828572203
28,22,0.8798483872614299,0.033091581766744156
29,22,0.8798483872614299,0.035685029667705565
30,24,0.8798483872614299,0.0357220362700315
31,24,0.8798483872614299,0.030824172051693875
32,25,0.8798483872614299,0.041570842534771515
33,22,0.8798483872614299,0.04632583956209189
34,24,0.8798483872614299,0.031121711525472703
35,23,0.8798483872614299,0.041061912823124005
36,22,0.8798483872614299,0.0407346100486646
37,20,0.8798483872614299,0.05059803064679823
38,23,0.8798483872614299,0.05246497724400453
39,25,0.8798483872614299,0.049652752753606554
40,26,0.8798483872614299,0.035033831362122334
41,25,0.8798483872614299,0.03844725638604491
42,25,0.8798483872614299,0.03445061596215879
43,27,0.8798483872614299,0.02970322235577968
44,25,0.8798483872614299,0.030816171169302176
45,27,0.8798483872614299,0.03006072458700735
46,26,0.8798483872614299,0.02737951063355014
47,24,0.8798483872614299,0.04132075514941694
48,23,0.8798483872614299,0.03916687547035129
49,24,0.8798483872614299,0.0411274344406487
50,22,0.8798483872614299,0.057472194587414586
51,29,0.8798483872614299,0.032125397103818946
52,27,0.8798483872614299,0.036289115441199754
53,25,0.8798483872614299,0.032912332847796606
54,25,0.8798483872614299,0.044186033901189074
55,23,0.8798483872614299,0.04786775346858803
56,24,0.8798483872614299,0.0388512766182523
57,25,0.8798483872614299,0.027830777969420722
58,25,0.8798483872614299,0.028783620705715725
59,26,0.8798483872614299,0.030048108549044345
60,22,0.8798483872614299,0.04125643900583779
61,24,0.8798483872614299,0.03980816663855526
62,25,0.8798483872614299,0.045437033471388465
63,21,0.8798483872614299,0.048783414067495735
64,25,0.8798483872614299,0.023445409031954682
65,23,0.8798483872614299,0.027766581365511103
66,22,0.8798483872614299,0.043632210133649034
